,file,particle,t_guide,t_time,t_serum_conc_percent,f_mean_diff_xy_micron,f_max_diff_xy_micron,f_var_diff_xy_micron,f_area_micron,f_perimeter_au_norm,f_min_dist_micron,f_var_dist_micron,f_Rvar_diff_xy_micron,f_Rvar_dist_micron,f_total_displacement,f_persistence,f_fastest_mask,f_min_dist_range,f_total_min_dist,f_most_central_mask,f_slope_min_dist_micron,f_slope_area_micron,f_slope_perimeter_au_norm,f_outliers2SD_diff_xy,f_outliers3SD_diff_xy
10,090621_guide_1398.sld_-_1398_3_t15,0,pl_1398_chr1,15,0.3,0.11239331486206894,0.225306888,0.003162250684877219,269.7090047700001,14.209187070666669,6.8959625754,0.03297317680059248,0.0281355762907962,0.004781519104848082,0.4307923449244665,0.13216896809122025,0,0.7042189940000005,-0.39078507400000007,1,-0.014019013407341484,-0.16390416442714087,-0.0016426563781979956,1,0
11,090621_guide_1398.sld_-_1398_3_t15,1,pl_1398_chr1,15,0.3,0.12976652496551724,0.355171247,0.005136729648049857,269.7090047700001,14.209187070666669,1.9064847756,0.006933354952806737,0.039584397050123954,0.0036367219091087174,0.13214283244431732,0.035114212974744194,1,0.4072520610000001,-0.1994259650000001,0,-0.004019614161512791,-0.16390416442714087,-0.0016426563781979956,1,1
12,090621_guide_1398.sld_-_1398_4_t0,0,pl_1398_chr1,0,10.0,0.04175477689655173,0.129533445,0.00048243282298359813,446.53165074000003,18.833223147333335,6.052157266566668,0.005009473237504127,0.011553955231968664,0.0008277169638630284,0.28774266721404596,0.23762936065968512,0,0.28299765000000043,-0.2570755490000005,1,-0.0069140377875417216,0.39638656347052237,0.011129492734149005,1,1
13,090621_guide_1398.sld_-_1398_4_t0,1,pl_1398_chr1,0,10.0,0.06218754431034482,0.154277155,0.0008486740857300316,446.53165074000003,18.833223147333335,0.46879046969999993,0.002006963151544986,0.013647010750171329,0.004281151775182912,0.18416658109192693,0.10211967416012235,1,0.17255444600000003,0.020521354999999963,0,-0.0013307697265850945,0.39638656347052237,0.011129492734149005,1,1
14,090621_guide_1398.sld_-_1398_4_t18,0,pl_1398_chr1,18,0.3,0.0676556751724138,0.163349789,0.0007600846696403468,271.05846275000005,14.292828327666665,4.301650017900001,0.001738034754764869,0.011234603271689273,0.0004040390890780442,0.014251866976228047,0.007263894530400505,0,0.15645703700000002,-0.05146176299999983,1,-0.0020100534400444986,-0.1671787993548387,-0.00116678928364849,1,1
15,090621_guide_1398.sld_-_1398_4_t18,1,pl_1398_chr1,18,0.3,0.0748276634137931,0.150802398,0.001914854145225529,271.05846275000005,14.292828327666665,2.7091197947000003,0.006586471849159311,0.025590190283458204,0.0024312220751717168,0.17058647125791956,0.07861119596656765,1,0.2903214300000001,-0.021295957999999615,0,0.0002981901123470521,-0.1671787993548387,-0.00116678928364849,0,0
16,090621_guide_1398.sld_-_1398_5_t0,0,pl_1398_chr1,0,10.0,0.07973433220689653,0.22745074,0.0034433704086728615,281.74786116999996,16.37243336466667,3.0632856761333334,0.009761465382227422,0.04318554270621998,0.0031865997540748278,0.1816453666035809,0.07855629009226463,1,0.38997550400000014,-0.24198623799999996,1,-0.005802738539265852,-0.06628431156840936,0.001215596137931046,2,0
17,090621_guide_1398.sld_-_1398_5_t0,1,pl_1398_chr1,0,10.0,0.06592716268965516,0.166982886,0.001163118552813774,281.74786116999996,16.37243336466667,2.6350237009,0.003290738629790301,0.017642478537852845,0.0012488459320750473,0.12512175797065672,0.06544409318217961,0,0.24857102200000014,0.0629768799999999,0,0.0009009685377085662,-0.06628431156840936,0.001215596137931046,1,0
18,090621_guide_1398.sld_-_1398_5_t21,0,pl_1398_chr1,21,0.3,0.08308112658620691,0.193923799,0.0028639320950632277,220.8348584966667,13.366832766,2.5628406924999996,0.0036777541929136474,0.03447151251724476,0.001435030356618098,0.15437621175030333,0.06407372968201853,0,0.24115770999999997,0.18452360999999984,0,0.0033911228874304714,0.03270365804226939,0.006331166803114561,2,0
19,090621_guide_1398.sld_-_1398_5_t21,1,pl_1398_chr1,21,0.3,0.0866447149310345,0.224669983,0.002915202350337015,220.8348584966667,13.366832766,2.8535212546333337,0.015408815732500617,0.033645472232869504,0.005399930246701663,0.6035497798429634,0.2402000097808713,1,0.4384889139999997,0.2613460189999999,1,0.006088536415795326,0.03270365804226939,0.006331166803114561,1,0
20,090621_guide_1398.sld_-_1398_6_t24,0,pl_1398_chr1,24,0.3,0.06383514782758622,0.131103701,0.0014677086560526947,414.32268223666665,18.250476681,3.5619752504,0.0016549575546308394,0.022992171335090534,0.0004646179263724508,0.10694421337017959,0.057769608452755694,0,0.14329869200000012,-0.105218845,1,-0.00017777288809788815,0.018259872769744313,0.0008830994416017931,0,0
21,090621_guide_1398.sld_-_1398_6_t24,1,pl_1398_chr1,24,0.3,0.08720387262068963,0.189807705,0.001986231506787404,414.32268223666665,18.250476681,2.4567006419,0.0052320823691872,0.022776872713290017,0.002129719136288715,0.07520568895011136,0.029738353825746057,1,0.3059311010000001,0.021638226999999954,0,-0.0008912347116796441,0.018259872769744313,0.0008830994416017931,1,0
22,090621_guide_1398.sld_-_1398_7_t26,0,pl_1398_chr1,26,0.3,0.10374620468965517,0.225703141,0.0037944906764650304,319.6535763033334,14.972470676666665,4.628509699366666,0.007891484380691384,0.03657474206228375,0.0017049730676315102,0.24862385043564306,0.08263662509452345,1,0.35048033200000006,-0.23219575599999942,1,-0.005451135981535035,-0.8121403062291429,-0.012374068169076748,0,0
23,090621_guide_1398.sld_-_1398_7_t26,1,pl_1398_chr1,26,0.3,0.07999669268965517,0.197050263,0.002591810359735529,319.6535763033334,14.972470676666665,2.5181145192666663,0.06693584203837552,0.032398968914757284,0.026581730706143104,0.35945677130431025,0.15494466911957538,0,0.7350836380000003,-0.6826648409999998,0,-0.028446592230478303,-0.8121403062291429,-0.012374068169076748,1,0
24,090621_guide_1398.sld_-_1398_8_t29,0,pl_1398_chr1,29,0.3,0.06552996337931034,0.107057711,0.0005925712543221847,409.58758153999986,18.06651162133334,3.5536688408,0.002260461947529185,0.009042752715916764,0.0006360924579062102,0.2745437489926196,0.14446865737637077,0,0.24013744599999987,0.011668956999999924,1,0.002605583501223578,0.024156351724137808,0.0029589169032257613,0,0
25,090621_guide_1398.sld_-_1398_8_t29,1,pl_1398_chr1,29,0.3,0.07398383758620691,0.181940646,0.0012390414729905599,409.58758153999986,18.06651162133334,2.493130365,0.006903715667615306,0.016747461518832583,0.002769095336743575,0.369364222468395,0.17215513201319702,1,0.281595861,0.15518571900000033,0,0.007928557556395998,0.024156351724137808,0.0029589169032257613,1,1
26,090621_guide_1398.sld_-_1398_9_t33,0,pl_1398_chr1,33,0.3,0.09949511979310345,0.267108541,0.004218295913606426,397.89334539,20.261294781333334,1.4258835675666668,0.004969813480287494,0.042397013264351274,0.003485427277045278,0.47659153437551777,0.16517584857136117,0,0.38266485000000006,-0.0008618689999999596,0,-0.0019610878084538362,-0.23204923793103424,0.0002135300823136819,2,0
27,090621_guide_1398.sld_-_1398_9_t33,1,pl_1398_chr1,33,0.3,0.10222570389655175,0.216339776,0.002320351761595573,397.89334539,20.261294781333334,5.1521641682666655,0.01045836897874159,0.022698320218402943,0.0020298982402690174,0.24093654926363361,0.08127267951676123,1,0.38322598500000016,-0.3601189380000003,1,-0.006059019822024474,-0.23204923793103424,0.0002135300823136819,1,0
28,20200212marianasCh2_lamina_draq.sld_-_Capture_10,0,pl_1398_chr1,0,10.0,0.030595206275862062,0.057609125,0.00021915614768800023,515.13736383,21.368970122999997,5.5349641656,0.0023837283882958155,0.007163087763225914,0.0004306673570012924,0.16924460411512326,0.19074951738960083,1,0.17632244599999947,-0.12178930899999951,1,-0.00428267628876529,-0.27249183646273606,-0.004815103579532811,0,0
29,20200212marianasCh2_lamina_draq.sld_-_Capture_10,1,pl_1398_chr1,0,10.0,0.02456375310344827,0.080809385,0.0002391830692407845,515.13736383,21.36897012366667,4.660769462299999,0.001657572613587876,0.009737236334915281,0.00035564355349382504,0.23204810778745888,0.3257506642215616,0,0.17192680399999993,0.10784152800000069,0,0.0035701422836485015,-0.27249183646273606,-0.004815103339265878,1,1
30,20200212marianasCh2_lamina_draq.sld_-_Capture_13,0,pl_1398_chr1,0,10.0,0.024331939655172417,0.100329412,0.00030151081043059064,313.0804247066666,15.607093005333335,5.1922954095666665,0.0019417372797868543,0.012391564943179377,0.00037396510148657086,0.3096908044840147,0.43888787369236143,1,0.20491671799999978,0.0669113010000002,1,0.0012520146489432761,-0.10698009406006731,-0.002571512307007801,1,1
31,20200212marianasCh2_lamina_draq.sld_-_Capture_13,1,pl_1398_chr1,0,10.0,0.01923218548275862,0.039378684,0.0001175588793620059,313.0804247066666,15.607093006333335,2.5594318818999993,0.0007144422271151394,0.006112611562913417,0.0002791409422409679,0.0351610087240492,0.06304268320302416,0,0.10469038500000005,0.01765347400000028,0,0.00033936139955506394,-0.10698009406006731,-0.0025715121890990053,0,0
32,20200212marianasCh2_lamina_draq.sld_-_Capture_19,2,pl_1398_chr1,0,10.0,0.025327012517241378,0.066489245,0.00025414736289674253,346.00262917333345,20.260609196,4.019945505533332,0.00042002371711069326,0.010034636446905516,0.0001044849280997823,0.04771680891969362,0.06496649389687213,1,0.07946659799999978,-0.05231054399999957,1,-0.0013921707644048895,0.08724381503893167,0.09785015894549502,1,0
33,20200212marianasCh2_lamina_draq.sld_-_Capture_19,4,pl_1398_chr1,0,10.0,0.01955076989655172,0.04161322,0.00012602009551425383,346.00262917333345,20.260609195666657,3.850430137733333,0.0027460853256513758,0.006445786850393073,0.0007131892353377273,0.04816332719004809,0.08494828565071766,0,0.22839806200000012,-0.1270599640000003,0,-0.00381571770233593,0.08724381503893167,0.09785015898331485,0,0
34,20200212marianasCh2_lamina_draq.sld_-_Capture_20,0,pl_1398_chr1,0,10.0,0.0142825584137931,0.034151282,5.457696286014816e-05,380.8872038033333,17.535183962999998,3.1164689209666667,0.00175904107366308,0.003821231552425617,0.0005644340175603164,0.1426074606083601,0.34430096479903854,0,0.15259754700000006,0.10611054999999991,0,0.0035223120309232415,-0.00376727984427133,0.0008434439710789475,2,0
35,20200212marianasCh2_lamina_draq.sld_-_Capture_20,1,pl_1398_chr1,0,10.0,0.022264652413793103,0.057970685,0.00018053257394382084,380.8872038033333,17.535183959666664,4.026913671400001,0.0003138994672566305,0.008108483823981896,7.795038405864308e-05,0.10852847861520516,0.16808532475631105,1,0.07566297900000052,-0.03500083100000051,1,-0.0008393411612903348,-0.00376727984427133,0.0008434439132369221,3,0
36,20200212marianasCh2_lamina_draq.sld_-_Capture_22,0,pl_1398_chr1,0,10.0,0.0681206061724138,0.131721923,0.0012934488248955193,336.20563270666673,20.356362437666668,1.2143400107333333,0.008549829896327093,0.01898762940573062,0.007040721561306291,0.2017477912018348,0.10212505109925765,1,0.361615758,0.2650765760000001,0,0.006451189099888767,-0.14236202981090135,-0.0067231465739710766,0,0
37,20200212marianasCh2_lamina_draq.sld_-_Capture_22,2,pl_1398_chr1,0,10.0,0.04517439151724139,0.102072539,0.0004998818768190198,336.20563270666673,20.356362439333335,3.2721891465999993,0.0015694479852082532,0.011065602878751194,0.00047963241576025757,0.24380969344780132,0.1861061217689262,0,0.1518169920000001,0.009242796000000109,1,-0.0002156690042269171,-0.14236202981090135,-0.006723146972191348,2,0
38,20200212marianasCh2_lamina_draq.sld_-_Capture_24,0,pl_1398_chr1,0,10.0,0.024647054000000005,0.054884408,0.00019657969694598208,510.5014442966667,28.602110676000006,0.8957734159666668,0.0007766349584725776,0.007975788787819512,0.0008669993378118707,0.18406431700814857,0.25751740609949114,0,0.116640136,0.01825850799999995,0,0.00044721887586206884,-0.2939028013570636,-0.009413625828698556,1,0
39,20200212marianasCh2_lamina_draq.sld_-_Capture_24,1,pl_1398_chr1,0,10.0,0.030369517413793103,0.064342424,0.0002054740307204447,510.5014442966667,28.602110675000002,1.7796732135333335,0.006107203632611434,0.006765798347099297,0.0034316432849412245,0.15099737089330878,0.17144842382341943,1,0.293029647,-0.27515177700000004,1,-0.0082513942785317,-0.2939028013570636,-0.009413626200222515,1,0
40,20200212marianasCh2_lamina_draq.sld_-_Capture_26_after_xy_lost,0,pl_1398_chr1,30,0.3,0.035357272793103446,0.073909453,0.0002685506828259618,427.7340779733333,18.191059395,3.2755021998666667,0.003501021987451758,0.007595344935041016,0.0010688504460764127,0.47165154589909986,0.45998588481309866,0,0.20503704899999997,0.17964813800000012,0,0.0059522237254727465,-0.1933911418464965,-0.0012735540133481183,2,0
41,20200212marianasCh2_lamina_draq.sld_-_Capture_26_after_xy_lost,5,pl_1398_chr1,30,0.3,0.04060013817241379,0.110468649,0.0005934617797030748,427.7340779733333,18.191059395666667,3.9469262792,0.002537080954847864,0.014617235468087861,0.0006427991746940111,0.15970242103908916,0.1356394407438849,1,0.18994376099999988,-0.008317979000000086,1,0.0010373026113459408,-0.1933911418464965,-0.0012735543426028676,1,0
42,20200212marianasCh2_lamina_draq.sld_-_Capture_27,1,pl_1398_chr1,36,0.3,0.03226462791304347,0.086125663,0.0005140749973349085,449.326948425,17.94916247791667,7.281528714541666,0.0009743688381687023,0.01593308308778251,0.00013381377405308133,0.05201835457762856,0.07009743290476202,1,0.11333663299999941,-0.012041056999999356,1,0.0010867399960869653,-0.08288711391304325,0.0013950144826086832,1,0
43,20200212marianasCh2_lamina_draq.sld_-_Capture_27,3,pl_1398_chr1,36,0.3,0.03021294479310345,0.093348698,0.00030433712184856955,448.71272222333334,17.967101927666665,3.582073883866667,0.0012989860874928693,0.010073070464751222,0.000362635202289764,0.098482391231228,0.11240031544326433,0,0.18259079200000006,-0.0298223679999996,0,-0.00033401906384871593,-0.1437896300111231,0.003433258382647369,1,1
44,20200212marianasCh2_lamina_draq.sld_-_Capture_7_before,0,pl_1398_chr1,0,10.0,0.01929864624137931,0.0385654,8.830744749736872e-05,623.9617242066666,23.683273442333324,7.683485821933334,0.0002964694518659532,0.004575836376959113,3.858528000658885e-05,0.07860516379660809,0.1404514521711075,1,0.06579817699999957,0.021718111000000206,1,0.0004487604195773001,-0.1557137605784204,0.003022975806451563,1,0
45,20200212marianasCh2_lamina_draq.sld_-_Capture_7_before,1,pl_1398_chr1,0,10.0,0.017139420862068964,0.04099615,0.00011156597522380975,623.9617242066666,23.68327344166666,5.936920490533333,0.0005353103609758517,0.006509320012714957,9.016633485818556e-05,0.14976630118262257,0.3013144524983951,0,0.08807413899999972,-0.06692505000000004,0,-0.0015557474998887618,-0.1557137605784204,0.003022975784204616,2,0
46,20200317_dots_lamin.sld_-_Capture_10,0,pl_1398_chr1,0,10.0,0.05144529317241379,0.117068888,0.0010613261089362624,249.47536187,14.440457433333332,1.9243351025,0.0025326212461539784,0.020630188759530117,0.0013161019839339435,0.07157136436918547,0.047972864561678506,0,0.16746291800000024,0.15019402699999995,0,0.0029144316958843166,-0.006857366028920897,0.0014413280667407945,1,0
47,20200317_dots_lamin.sld_-_Capture_10,1,pl_1398_chr1,0,10.0,0.07422561962068966,0.151199571,0.0015147119921141844,249.47536187,14.440457431,2.9455834930333338,0.009786308921561753,0.02040686221084739,0.0033223668399512607,0.2042171098067712,0.0948724893058203,1,0.3581472569999997,-0.1306228060000003,1,-0.0041894437479421615,-0.006857366028920897,0.001441327793103435,0,0
48,20200317_dots_lamin.sld_-_Capture_11_0.3ser__changed_14h15m,0,pl_1398_chr1,6,0.3,0.04485027672413794,0.095010624,0.000606918622263485,303.37483943999996,15.612349150333332,7.4834148671000005,0.004240706020076884,0.013532104294394418,0.0005666805990832709,0.09579360873410313,0.07365011163030584,1,0.2624575199999999,0.03179593700000005,1,-0.0025717672060066687,-0.11824533281423774,-0.0038206632814237877,1,0
49,20200317_dots_lamin.sld_-_Capture_11_0.3ser__changed_14h15m,1,pl_1398_chr1,6,0.3,0.024599156068965514,0.052331442,0.00018417148693295005,303.37483943999996,15.61234914933333,2.4781253513666672,0.0007976626029305618,0.007486902657010345,0.0003218814586964525,0.07352149821409427,0.10306142492207433,0,0.106418224,-0.04881055699999992,0,0.0001968689439377144,-0.11824533281423774,-0.0038206632880978825,1,0
50,20200317_dots_lamin.sld_-_Capture_12g,0,pl_1398_chr1,13,0.3,0.0811609923448276,0.162250345,0.00205605644447148,277.8507727433334,14.430402202333333,2.1746582227666664,0.011163071470868906,0.025333061918907315,0.0051332532873450375,0.22187986404677856,0.09426979111110023,1,0.38740144099999996,-0.2699992709999999,0,0.002247246652057843,0.09662236051167886,0.0013040586941045517,0,0
51,20200317_dots_lamin.sld_-_Capture_12g,1,pl_1398_chr1,13,0.3,0.02945435603448276,0.053082537,0.00015938550693003756,277.8507727433334,14.430402199000001,5.013327833633334,0.0017278675541216415,0.005411271145885586,0.00034465481042946183,0.11344358651327571,0.13281050199240269,0,0.17174076500000002,-0.04239545000000078,1,-0.0017505473234705308,0.09662236051167886,0.0013040587119021259,0,0
52,20200317_dots_lamin.sld_-_Capture_13,0,pl_1398_chr1,16,0.3,0.07471112982758622,0.162709798,0.0012040992715573657,295.55118247666667,15.244647556999999,4.024483321433334,0.0028313876488038348,0.016116732196877658,0.0007035406591759525,0.19785916741921278,0.09132146611558968,0,0.18839004200000042,-0.053784768999999955,0,-0.0017912466120133495,-0.4526746182647388,-0.005951388438264744,1,0
53,20200317_dots_lamin.sld_-_Capture_13,1,pl_1398_chr1,16,0.3,0.1059314042413793,0.240084594,0.0032891180799366235,295.55118247666667,15.24464755733333,5.340606080100001,0.024492326281677933,0.031049508910897798,0.0045860574463524794,0.3297283941526169,0.10733308698565273,1,0.620038772,-0.3271686410000001,1,-0.010087144276084545,-0.4526746182647388,-0.005951388191323697,1,0
54,20200317_dots_lamin.sld_-_Capture_15,0,pl_1398_chr1,25,0.3,0.051162379166666654,0.157307034,0.0011274109775524699,262.004182368,14.7704976076,2.48431200728,0.0026555826939471433,0.02203593726319517,0.0010689408923538,0.08779241380595156,0.07149818482831467,1,0.23676739300000005,-0.006724043999999818,0,-0.0027849269356834965,-0.10870833671952654,-0.0016425531171952686,1,1
55,20200317_dots_lamin.sld_-_Capture_15,1,pl_1398_chr1,25,0.3,0.04048154680769231,0.095233743,0.0005309940367667066,261.8989579111111,14.772813356666669,3.4950433948888895,0.002949963297985208,0.013116940399762763,0.0008440419659164175,0.037231287320625125,0.03537346524967047,0,0.20574051999999998,-0.05625902799999993,1,-0.0029249871352546005,-0.11731565477550844,-0.0008758049646759133,2,0
56,20200317_dots_lamin.sld_-_Capture_16,2,pl_1398_chr1,29,0.3,0.038824413103448266,0.096701737,0.0005211972998586676,201.29068465999998,12.565613507666665,5.915409653266668,0.0034763395004522896,0.013424473371173161,0.0005876751914438504,0.09192875643551958,0.08164855216277941,0,0.28457006100000015,0.09664309899999957,1,-1.4629598665198027e-05,0.14881216516129023,0.01129421600667408,2,0
57,20200317_dots_lamin.sld_-_Capture_16,3,pl_1398_chr1,29,0.3,0.050386650620689664,0.118510995,0.0006729311697072632,201.29068465999998,12.565613508999999,3.7638561269000004,0.008559638272161458,0.013355346335145079,0.0022741672326384525,0.24506082188995137,0.16771055556427752,1,0.3726775139999998,-0.16277261099999984,0,-0.008545660359288098,0.14881216516129023,0.011294216024471644,1,0
58,20200317_dots_lamin.sld_-_Capture_17g,0,pl_1398_chr1,35,0.3,0.03827271686206897,0.110973179,0.0004221949755124287,274.93658336333334,14.654359664333333,2.6499144672,0.001428591139053722,0.01103122563872267,0.0005391083964167438,0.234353431555874,0.21114656796890538,0,0.16173569499999996,0.06193208600000011,1,-0.0008248708609566177,-0.2965200704560617,-0.0032014258086762986,1,1
59,20200317_dots_lamin.sld_-_Capture_17g,1,pl_1398_chr1,35,0.3,0.060766558206896554,0.17759248,0.0015983094120783563,274.93658336333334,14.654359666000001,1.8214531813666668,0.0027857440629515257,0.02630245087497748,0.0015294074486511564,0.08137869142219666,0.046179376551570374,1,0.205579022,0.021099221999999918,0,0.0019761698685205786,-0.2965200704560617,-0.0032014259666295606,1,0
60,20200317_dots_lamin.sld_-_Capture_1g_10ser,0,pl_1398_chr1,0,10.0,0.1253318114137931,0.242415988,0.004849366666449991,246.40188845999998,13.81337652833333,3.1425164394333334,0.011690331677778465,0.03869222515614503,0.0037200542632281333,0.30006403866178877,0.08255713931846223,1,0.5116261719999997,0.14957996600000012,0,0.005554004544827586,-0.008146171879866097,0.0015816476996662965,0,0
61,20200317_dots_lamin.sld_-_Capture_1g_10ser,1,pl_1398_chr1,0,10.0,0.06504032351724137,0.133074913,0.000988473553184586,246.40188845999998,13.813376528,3.5958400513666673,0.0012524884815347476,0.015197857263464473,0.00034831596056635375,0.16525410120534506,0.0876136060644341,0,0.1382380000000003,0.025258900999999945,1,-0.001574983555283652,-0.008146171879866097,0.0015816479733036918,2,0
62,20200317_dots_lamin.sld_-_Capture_3,3,pl_1398_chr1,0,10.0,0.04042635095238096,0.082276254,0.0003888615287385528,229.1742408909091,12.863115445454547,4.796762011636364,0.0008005469677319169,0.009619011352189587,0.00016689320124489956,0.11499206729301811,0.13545157055330154,1,0.11035108499999957,0.009975951999999566,1,0.0009321630901962946,0.016064122435823235,0.00169544480775932,1,0
63,20200317_dots_lamin.sld_-_Capture_4,0,pl_1398_chr1,0,10.0,0.04506239872413794,0.080755638,0.0002723701863695279,170.73100291999998,11.526496572666668,1.5189828210666663,0.0011647071860788364,0.006044289564719314,0.0007667678461702095,0.05004186526845069,0.03829315815042798,1,0.16424336000000017,0.0390875690000001,1,-0.0008071840760845358,0.07327437205784207,0.004664107167964403,1,0
64,20200317_dots_lamin.sld_-_Capture_4,1,pl_1398_chr1,0,10.0,0.02654477093103448,0.05951662,0.00022975617313672063,170.73100291999998,11.526496573000001,1.1756667749,0.0007290954261739622,0.008655421202678534,0.0006201548276602251,0.07723226271561731,0.10032791316495017,0,0.09626551699999997,-0.04826637700000003,0,-0.0007684922453837599,0.07327437205784207,0.004664107179087885,1,0
65,20200317_dots_lamin.sld_-_Capture_5g,0,pl_1398_chr1,0,10.0,0.06535327134482759,0.10961577,0.0008469238362734925,395.88184170333335,18.927605223999997,2.8470827017000007,0.0026080474958373456,0.012959165147293313,0.000916042057464672,0.054565270067249254,0.028790617486826316,1,0.2204864320000004,-0.06470931800000024,0,-0.0008179574703003378,-0.05053951877641763,0.002522705588431575,0,0
66,20200317_dots_lamin.sld_-_Capture_5g,1,pl_1398_chr1,0,10.0,0.038948644517241365,0.075163354,0.0002650435266901394,395.88184170333335,18.92760522233333,5.0254611205333335,0.001298675021989203,0.006804948669595235,0.0002584190765466273,0.031330839694901955,0.027738418011044718,0,0.12212593699999985,-0.09200047499999986,1,-0.0029044080912124584,-0.05053951877641763,0.0025227053993325675,2,0
67,20200317_dots_lamin.sld_-_Capture_6g,0,pl_1398_chr1,0,10.0,0.150244785,0.376907837,0.0076488174629023645,277.6165315233333,14.52409869,4.435263425733333,0.01137994495817964,0.05090903796030168,0.00256578783847502,0.5490953330406855,0.12602315500660574,1,0.445469879,0.1398547670000001,1,0.004349054850278104,-0.24370340549499428,-0.006843639310344812,3,0
68,20200317_dots_lamin.sld_-_Capture_6g,1,pl_1398_chr1,0,10.0,0.0678044257586207,0.167204901,0.0018390205141783252,277.6165315233333,14.524098691,2.4394255793,0.004067885769976124,0.027122425912507797,0.001667558873078397,0.07474290589590195,0.03801140639097034,0,0.2976055839999998,0.02225115199999994,0,-0.0026991277790878784,-0.24370340549499428,-0.006843639179087875,1,0
