,Unnamed: 0,file,particle,t_guide,t_time,t_serum_conc_percent,f_mean_diff_xy_micron,f_max_diff_xy_micron,f_var_diff_xy_micron,f_area_micron,f_perimeter_au_norm,f_min_dist_micron,f_var_dist_micron,f_Rvar_diff_xy_micron,f_Rvar_dist_micron,f_total_displacement,f_persistence,f_fastest_mask,f_min_dist_range,f_total_min_dist,f_most_central_mask,f_slope_min_dist_micron,f_slope_area_micron,f_slope_perimeter_au_norm,f_outliers2SD_diff_xy,f_outliers3SD_diff_xy,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
10,10,090621_guide_1398.sld_-_1398_3_t15,0,pl_1398_chr1,15,0.3,0.1123933148620689,0.225306888,0.0031622506848772,269.7090047700001,14.209187070666667,6.8959625754,0.0329731768005924,0.0281355762907962,0.004781519104848,0.4307923449244665,0.1321689680912202,0,0.7042189940000005,-0.390785074,1,-0.0140190134073414,-0.1639041644271408,-0.0016426563781979,1,0,4.00241953800765,0.5652292406667261,-1.9536251042358814,2.030264816050823,-1.793872304623471,2.161250010211924,0.23112810602404982,-0.09036886558184902,-1.0000670258591016,-0.4100836997226196,-0.014761249115003422,-0.13319336567186768,0.12164181187750933,0.04524681711908694,-0.030294827199179745,-0.15333288932169226
11,11,090621_guide_1398.sld_-_1398_3_t15,1,pl_1398_chr1,15,0.3,0.1297665249655172,0.355171247,0.0051367296480498,269.7090047700001,14.209187070666667,1.9064847756,0.0069333549528067,0.0395843970501239,0.0036367219091087,0.1321428324443173,0.0351142129747441,1,0.4072520610000001,-0.1994259650000001,0,-0.0040196141615127,-0.1639041644271408,-0.0016426563781979,1,1,2.934327492109598,-1.1463390567009837,-1.1984042348126827,-1.0487849567496195,0.9982326586365948,-0.06514241024459051,-1.1002923378642164,-1.1618940820761958,-0.12751106050492816,-0.09567169088806753,0.48554054897118587,-0.30471309668791097,-0.3586116730119974,-0.20969243225450546,0.15790963626798088,0.35856302593564654
12,12,090621_guide_1398.sld_-_1398_4_t0,0,pl_1398_chr1,0,10.0,0.0417547768965517,0.129533445,0.0004824328229835,446.53165074,18.83322314733333,6.052157266566668,0.0050094732375041,0.0115539552319686,0.000827716963863,0.2877426672140459,0.2376293606596851,0,0.2829976500000004,-0.2570755490000005,1,-0.0069140377875417,0.3963865634705223,0.011129492734149,1,1,-0.7788863196650968,1.5678444502681228,-0.8345044568245912,0.6693206197348383,-2.2587691590835894,0.18233436853167057,1.8107751376299128,-1.6663967522686591,0.4023492077849242,-0.036034449471169766,0.18962649591614347,-0.03427124293696671,-0.12692280837801242,-0.2541600043764588,0.14632919507491893,0.26553299184893675
13,13,090621_guide_1398.sld_-_1398_4_t0,1,pl_1398_chr1,0,10.0,0.0621875443103448,0.154277155,0.00084867408573,446.53165074,18.83322314733333,0.4687904696999999,0.0020069631515449,0.0136470107501713,0.0042811517751829,0.1841665810919269,0.1021196741601223,1,0.172554446,0.0205213549999999,0,-0.001330769726585,0.3963865634705223,0.011129492734149,1,1,-0.863685342445861,-0.1956672165222897,-0.2846505905598368,-1.1950839148676808,-0.18284594601658197,-2.297516050866906,1.704864942820935,-0.7276576051522697,-0.07366446615998724,-0.08316721806731257,-0.35585388357858266,0.23909674135040007,-0.38557261888616445,-0.06088867147505606,0.27788832121730145,0.1664198539819844
14,14,090621_guide_1398.sld_-_1398_4_t18,0,pl_1398_chr1,18,0.3,0.0676556751724138,0.163349789,0.0007600846696403,271.05846275000005,14.292828327666664,4.301650017900001,0.0017380347547648,0.0112346032716892,0.000404039089078,0.014251866976228,0.0072638945304005,0,0.156457037,-0.0514617629999998,1,-0.0020100534400444,-0.1671787993548387,-0.0011667892836484,1,1,-1.262489380954405,-0.48354994051433076,-1.4166644480392236,-0.7263218564654077,0.2892219443703449,0.6808524533338466,-0.8911453429715248,0.09841863931959467,-0.029371738127090655,0.42388723221625463,-0.36938943978941674,-0.2170453638064317,-0.17018462611458268,0.11644883708446342,0.37627663315024307,0.23195820020218483
15,15,090621_guide_1398.sld_-_1398_4_t18,1,pl_1398_chr1,18,0.3,0.0748276634137931,0.150802398,0.0019148541452255,271.05846275000005,14.292828327666664,2.7091197947000003,0.0065864718491593,0.0255901902834582,0.0024312220751717,0.1705864712579195,0.0786111959665676,1,0.2903214300000001,-0.0212959579999996,0,0.000298190112347,-0.1671787993548387,-0.0011667892836484,0,0,0.08028742282222151,-1.0648132414350433,-0.31838206858942714,-0.255895560670182,0.2990550429688831,0.0967659158633239,-0.4740589200676451,0.048353972555992955,-0.133641255914719,0.009638396797266214,0.1971260626811215,0.24147460138563237,-0.03188727251236419,0.01265768802779642,-0.1235836825050135,-0.25019511813253026
16,16,090621_guide_1398.sld_-_1398_5_t0,0,pl_1398_chr1,0,10.0,0.0797343322068965,0.22745074,0.0034433704086728,281.74786117,16.37243336466667,3.0632856761333334,0.0097614653822274,0.0431855427062199,0.0031865997540748,0.1816453666035809,0.0785562900922646,1,0.3899755040000001,-0.2419862379999999,1,-0.0058027385392658,-0.0662843115684093,0.001215596137931,2,0,1.89569190366838,-0.30880631794739266,-1.3198130439593692,-0.22557776997867238,0.15254865420604038,0.0390720923627068,-0.34642465882200174,-0.8889891664416849,0.15730479090932475,-0.40144140599385275,0.8709837164239884,0.5385600836508991,0.4780956180243825,-0.391983873686672,-0.059037600042662654,-0.15414757339525822
17,17,090621_guide_1398.sld_-_1398_5_t0,1,pl_1398_chr1,0,10.0,0.0659271626896551,0.166982886,0.0011631185528137,281.74786117,16.37243336466667,2.6350237009,0.0032907386297903,0.0176424785378528,0.001248845932075,0.1251217579706567,0.0654440931821796,0,0.2485710220000001,0.0629768799999999,0,0.0009009685377085,-0.0662843115684093,0.001215596137931,1,0,-0.7186121652819264,-0.776526639649245,-0.17264636206156525,-0.8113743106425345,0.22522099592823625,-0.21725828564956437,-0.20854427679448706,0.08906468852382626,-0.21486549231623547,-0.13949893108567238,-0.10727978471331262,-0.12439539847803815,0.07393030170068962,-0.14784219096354798,0.13953439390219835,0.1423679542620184
18,18,090621_guide_1398.sld_-_1398_5_t21,0,pl_1398_chr1,21,0.3,0.0830811265862069,0.193923799,0.0028639320950632,220.8348584966667,13.366832766,2.5628406925,0.0036777541929136,0.0344715125172447,0.001435030356618,0.1543762117503033,0.0640737296820185,0,0.2411577099999999,0.1845236099999998,0,0.0033911228874304,0.0327036580422693,0.0063311668031145,2,0,0.11738765196732796,-1.977170661102851,0.33978270118607384,-1.7128450010933767,-0.13654109799230013,-0.041493183658858006,-0.45447977546833795,-0.30412584060585274,0.3004089465744101,-0.3141574849354878,-0.022201573566975132,0.43637947648669373,0.12610873921805507,-0.12190002574234214,0.10159621607531386,-0.27587281626110016
19,19,090621_guide_1398.sld_-_1398_5_t21,1,pl_1398_chr1,21,0.3,0.0866447149310345,0.224669983,0.002915202350337,220.8348584966667,13.366832766,2.8535212546333337,0.0154088157325006,0.0336454722328695,0.0053999302467016,0.6035497798429634,0.2402000097808713,1,0.4384889139999997,0.2613460189999999,1,0.0060885364157953,0.0327036580422693,0.0063311668031145,1,0,1.810241649754588,-2.262499084713458,2.6615661287949246,0.19583405607755855,-1.3908522724189714,0.08740620110339095,0.7254081567728122,-0.20204257235242734,-0.17921135477849462,-0.2105166179820338,-0.18444984576583717,0.517326539687898,0.22304518803824624,-0.25376666528163877,0.0875987264948513,-0.013289209382268014
20,20,090621_guide_1398.sld_-_1398_6_t24,0,pl_1398_chr1,24,0.3,0.0638351478275862,0.131103701,0.0014677086560526,414.32268223666665,18.250476681,3.5619752504,0.0016549575546308,0.0229921713350905,0.0004646179263724,0.1069442133701795,0.0577696084527556,0,0.1432986920000001,-0.105218845,1,-0.0001777728880978,0.0182598727697443,0.0008830994416017,0,0,-0.9145726924590313,0.5108228861737192,-0.6638781678766019,-0.9913220957684111,0.21540126166699017,-0.21048497120925203,0.008947675260775972,-0.58291677827426,0.17051942218738106,0.3058632293088911,0.3322903632927174,0.3580982672030503,0.11441844173211867,0.23341464600546077,0.16679059608706936,-0.24716514423581668
21,21,090621_guide_1398.sld_-_1398_6_t24,1,pl_1398_chr1,24,0.3,0.0872038726206896,0.189807705,0.0019862315067874,414.32268223666665,18.250476681,2.4567006419,0.0052320823691872,0.02277687271329,0.0021297191362887,0.0752056889501113,0.029738353825746,1,0.3059311010000001,0.0216382269999999,0,-0.0008912347116796,0.0182598727697443,0.0008830994416017,1,0,0.1681243965400566,0.09188465876221116,-0.4986989615008797,-1.5219292087575067,0.43521686520701874,-0.5220657431152432,0.07438611034628836,-0.011466448793977436,-0.31786172796073364,-0.2517639370291509,-0.08076479296144148,-0.059673463209951115,-0.27162310205052254,-0.15663098684523696,0.01281740294952524,-0.05360887648376985
22,22,090621_guide_1398.sld_-_1398_7_t26,0,pl_1398_chr1,26,0.3,0.1037462046896551,0.225703141,0.003794490676465,319.6535763033334,14.972470676666664,4.628509699366666,0.0078914843806913,0.0365747420622837,0.0017049730676315,0.248623850435643,0.0826366250945234,1,0.350480332,-0.2321957559999994,1,-0.005451135981535,-0.8121403062291429,-0.0123740681690767,0,0,1.9915486553738388,0.27349195775001683,-0.4613959115045142,1.2147114196001272,1.5004588262422507,1.578289852808678,-2.718094710766734,-0.18252700528233579,0.01951534168415116,0.3320618735049207,0.27717725055329423,0.12553669176869153,0.15991976695322727,0.13546549788270382,-0.21772091588921544,-0.24736090107893358
23,23,090621_guide_1398.sld_-_1398_7_t26,1,pl_1398_chr1,26,0.3,0.0799966926896551,0.197050263,0.0025918103597355,319.6535763033334,14.972470676666664,2.5181145192666663,0.0669358420383755,0.0323989689147572,0.0265817307061431,0.3594567713043102,0.1549446691195753,0,0.7350836380000003,-0.6826648409999998,0,-0.0284465922304783,-0.8121403062291429,-0.0123740681690767,1,0,7.147282598012885,0.8459253089664887,-4.0719271831275305,6.072552153547903,0.6644347795615495,-0.18169370118031497,0.6431651814760937,3.670014884171958,0.1112564401783806,-0.055554625435280294,0.04240100797999918,1.0933032700553056,-0.32127304179248123,-0.030362023364249976,0.8204762442732151,-0.3680354699332115
24,24,090621_guide_1398.sld_-_1398_8_t29,0,pl_1398_chr1,29,0.3,0.0655299633793103,0.107057711,0.0005925712543221,409.5875815399999,18.06651162133334,3.5536688408,0.0022604619475291,0.0090427527159167,0.0006360924579062,0.2745437489926196,0.1444686573763707,0,0.2401374459999998,0.0116689569999999,1,0.0026055835012235,0.0241563517241378,0.0029589169032257,0,0,-1.2285052256919295,0.2734383020117645,0.6327844462179932,-0.16198594685948547,-0.49151528582596105,-0.2372614103564195,0.5684964885190322,-0.3250414203905357,-0.4000593870757048,0.3261870547969265,-0.12809319263996335,-0.22680932409789598,-0.16530070968084562,0.1800648860324334,-0.11543028909868998,-0.05297650512626391
25,25,090621_guide_1398.sld_-_1398_8_t29,1,pl_1398_chr1,29,0.3,0.0739838375862069,0.181940646,0.0012390414729905,409.5875815399999,18.06651162133334,2.493130365,0.0069037156676153,0.0167474615188325,0.0027690953367435,0.369364222468395,0.172155132013197,1,0.281595861,0.1551857190000003,0,0.0079285575563959,0.0241563517241378,0.0029589169032257,1,1,-0.24050626155389798,-0.43885798160947587,1.9894350237960647,-0.5683517822673351,-0.37973929101799614,-0.5992645094398541,0.7301732496489721,-0.030558218848316766,-0.4558568092755052,0.2816147565805674,0.08891973296524906,-0.01358803758463412,-0.2297029522513643,0.03853590712557256,0.217205041533045,0.20025288136370759
26,26,090621_guide_1398.sld_-_1398_9_t33,0,pl_1398_chr1,33,0.3,0.0994951197931034,0.267108541,0.0042182959136064,397.89334539,20.261294781333334,1.4258835675666668,0.0049698134802874,0.0423970132643512,0.0034854272770452,0.4765915343755177,0.1651758485713611,0,0.38266485,-0.0008618689999999,0,-0.0019610878084538,-0.2320492379310342,0.0002135300823136,2,0,2.3858338515543758,0.06724874061759537,1.497866277984036,0.04397412288429829,0.8103511723188962,-0.9271183590728951,-0.42214680642559194,-1.1662984839073605,-0.09310667153835674,-0.4026404797603457,0.07241262921533066,0.3520167739073886,0.6336115928489648,-0.34948219890829146,-0.16412534707672063,-0.00971626901390277
27,27,090621_guide_1398.sld_-_1398_9_t33,1,pl_1398_chr1,33,0.3,0.1022257038965517,0.216339776,0.0023203517615955,397.89334539,20.261294781333334,5.1521641682666655,0.0104583689787415,0.0226983202184029,0.002029898240269,0.2409365492636336,0.0812726795167612,1,0.3832259850000001,-0.3601189380000003,1,-0.0060590198220244,-0.2320492379310342,0.0002135300823136,1,0,1.493682811835623,1.6132562714848513,-1.2216272587795578,0.44424727723351576,-0.020527553987927518,0.6221858114580915,-0.5195197680438175,-0.6697122640647871,-0.5477474390436815,0.4963180449733077,0.44656302058811514,-0.5832149122873239,0.31737334070891016,0.018960479254326767,0.17872819460686012,-0.02082497131072552
28,28,20200212marianasCh2_lamina_draq.sld_-_Capture_10,0,pl_1398_chr1,0,10.0,0.030595206275862,0.057609125,0.000219156147688,515.13736383,21.368970123,5.5349641656,0.0023837283882958,0.0071630877632259,0.0004306673570012,0.1692446041151232,0.1907495173896008,1,0.1763224459999994,-0.1217893089999995,1,-0.0042826762887652,-0.272491836462736,-0.0048151035795328,0,0,-1.8023347555356801,2.3217020228719,0.001603823186775321,1.172734298289185,-0.0014652401521408173,0.4663885212528911,-0.0005444132649938878,0.06596356000999526,0.5530294418301503,0.10483910514215698,-0.029792342801489544,-0.11110582564041446,0.0203699051259999,0.10820328656757162,-0.11576929927740343,-0.0368971946481178
29,29,20200212marianasCh2_lamina_draq.sld_-_Capture_10,1,pl_1398_chr1,0,10.0,0.0245637531034482,0.080809385,0.0002391830692407,515.13736383,21.36897012366667,4.660769462299999,0.0016575726135878,0.0097372363349152,0.0003556435534938,0.2320481077874588,0.3257506642215616,0,0.1719268039999999,0.1078415280000006,0,0.0035701422836485,-0.272491836462736,-0.0048151033392658,1,1,-2.0647073141777144,1.5670427263437638,2.261517916968829,1.1881769642094968,-0.14908635972255446,0.17054110343261183,0.26335379402511083,0.1737116527764501,0.9751374709382148,-0.2845944856875215,0.3776105877357585,-0.23332995865769973,-0.3483410477453264,-0.11980315016946336,0.07676373275671465,0.03784448624616816
30,30,20200212marianasCh2_lamina_draq.sld_-_Capture_13,0,pl_1398_chr1,0,10.0,0.0243319396551724,0.100329412,0.0003015108104305,313.0804247066666,15.607093005333336,5.1922954095666665,0.0019417372797868,0.0123915649431793,0.0003739651014865,0.3096908044840147,0.4388878736923614,1,0.2049167179999997,0.0669113010000002,1,0.0012520146489432,-0.1069800940600673,-0.0025715123070078,1,1,-1.7960691522259589,-0.1635278083839932,2.03253262075466,2.203065535081191,-1.3175015068089677,0.8006174723654299,0.6290608568233554,-0.8102578154382566,1.4729004100416752,-0.5676126014011003,0.4446611586260241,-0.32126513983192406,-0.5458202406115964,-0.4043818819646353,0.238006969952466,0.03277785723874676
31,31,20200212marianasCh2_lamina_draq.sld_-_Capture_13,1,pl_1398_chr1,0,10.0,0.0192321854827586,0.039378684,0.000117558879362,313.0804247066666,15.607093006333336,2.5594318818999997,0.0007144422271151,0.0061126115629134,0.0002791409422409,0.0351610087240492,0.0630426832030241,0,0.104690385,0.0176534740000002,0,0.000339361399555,-0.1069800940600673,-0.002571512189099,0,0,-2.734924649440257,-0.5042253431043593,-0.7625543008662566,-0.1474448205226472,0.46156816688918484,-0.3246082909028427,-0.02232706635929096,0.5602138229053606,0.13857903249689865,-0.009671757333336516,-0.07209339675450382,0.2948879248192479,0.013893645779368757,0.4158331920975331,-0.19463111549793322,0.0929273471992488
32,32,20200212marianasCh2_lamina_draq.sld_-_Capture_19,2,pl_1398_chr1,0,10.0,0.0253270125172413,0.066489245,0.0002541473628967,346.00262917333345,20.260609196,4.019945505533332,0.0004200237171106,0.0100346364469055,0.0001044849280997,0.0477168089196936,0.0649664938968721,1,0.0794665979999997,-0.0523105439999995,1,-0.0013921707644048,0.0872438150389316,0.097850158945495,1,0,-2.3671976412158804,0.933570550251777,-1.1740857584257423,-1.0402825527223563,-3.4287587102111425,-2.893857585686503,-1.738934456749472,0.2356606104719665,0.6309425504526023,0.3517419796118801,0.10971857626799553,-0.06432949842477177,0.7453373410883254,0.1757848962458951,0.15200872500583953,0.05140232345921568
33,33,20200212marianasCh2_lamina_draq.sld_-_Capture_19,4,pl_1398_chr1,0,10.0,0.0195507698965517,0.04161322,0.0001260200955142,346.00262917333345,20.260609195666657,3.850430137733333,0.0027460853256513,0.006445786850393,0.0007131892353377,0.048163327190048,0.0849482856507176,0,0.2283980620000001,-0.1270599640000003,0,-0.0038157177023359,0.0872438150389316,0.0978501589833148,0,0,-2.0452508136303837,1.1065978549894466,-1.5890697842571,-0.3829953377144299,-3.6605259365378306,-2.9224629193417004,-1.416655745443088,0.4578459098303091,0.2664015695378018,0.013989585563008064,0.2664367145930968,-0.2920531183568892,0.6002536578629956,-0.039458572254987334,-0.39743982518590626,0.10934689773984141
34,34,20200212marianasCh2_lamina_draq.sld_-_Capture_20,0,pl_1398_chr1,0,10.0,0.0142825584137931,0.034151282,5.457696286014816e-05,380.8872038033333,17.535183962999998,3.1164689209666667,0.001759041073663,0.0038212315524256,0.0005644340175603,0.1426074606083601,0.3443009647990385,0,0.152597547,0.1061105499999999,0,0.0035223120309232,-0.0037672798442713,0.0008434439710789,2,0,-2.8136351382279527,-0.03029407200000408,1.4789305361303746,1.1616887291882836,-0.6835343949933617,-0.47430273857596905,1.0462341687056178,0.01765052098036541,1.0928195953663224,-0.6414699782448849,0.5082605842706226,-0.3763928046516616,-0.690007589472437,0.06313441460348952,-0.036127181631552076,-0.05135437862372713
35,35,20200212marianasCh2_lamina_draq.sld_-_Capture_20,1,pl_1398_chr1,0,10.0,0.0222646524137931,0.057970685,0.0001805325739438,380.8872038033333,17.535183959666664,4.026913671400001,0.0003138994672566,0.0081084838239818,7.795038405864308e-05,0.1085284786152051,0.168085324756311,1,0.0756629790000005,-0.0350008310000005,1,-0.0008393411612903,-0.0037672798442713,0.0008434439132369,3,0,-2.5460255527025413,0.44649374649893797,-0.2312300376350637,0.2881624139186488,-0.30680031012274595,-0.11379750897032295,0.42720611386500734,-0.23242291919828414,0.7371661437153044,0.03151015027898258,0.07929128656449898,0.1536072463891505,-0.05514257422547232,0.2753180298162851,0.147670564886316,0.02075864044240128
36,36,20200212marianasCh2_lamina_draq.sld_-_Capture_22,0,pl_1398_chr1,0,10.0,0.0681206061724138,0.131721923,0.0012934488248955,336.20563270666673,20.356362437666668,1.2143400107333333,0.008549829896327,0.0189876294057306,0.0070407215613062,0.2017477912018348,0.1021250510992576,1,0.361615758,0.2650765760000001,0,0.0064511890998887,-0.1423620298109013,-0.006723146573971,0,0,-0.06824929017791094,-0.6911676352442921,1.526206890656237,-0.7931906644472364,0.8318333570833838,-0.9799717497286373,0.6721564359335485,1.5582699508056526,-0.2841186584052481,-0.138285589034088,-0.07309883963655693,-0.2761498020423892,0.28066997761246326,-0.5133866601699666,-0.22049303765293124,-0.18169125428503194
37,37,20200212marianasCh2_lamina_draq.sld_-_Capture_22,2,pl_1398_chr1,0,10.0,0.0451743915172413,0.102072539,0.000499881876819,336.20563270666673,20.35636243933333,3.2721891465999997,0.0015694479852082,0.0110656028787511,0.0004796324157602,0.2438096934478013,0.1861061217689262,0,0.1518169920000001,0.0092427960000001,1,-0.0002156690042269,-0.1423620298109013,-0.0067231469721913,2,0,-1.5864754259572869,0.45909142821099913,0.6740412430229807,0.5996337432413045,0.3152229595424701,-0.2268665689121286,0.3139568833256655,-0.2513706006954353,0.23975937685389603,-0.09684805149960933,-0.05844347363145446,-0.33779546223975104,0.5130934277445254,0.06426221495390103,0.27749644187297845,-0.02355488606417862
38,38,20200212marianasCh2_lamina_draq.sld_-_Capture_24,0,pl_1398_chr1,0,10.0,0.024647054,0.054884408,0.0001965796969459,510.5014442966667,28.60211067600001,0.8957734159666668,0.0007766349584725,0.0079757887878195,0.0008669993378118,0.1840643170081485,0.2575174060994911,0,0.116640136,0.0182585079999999,0,0.000447218875862,-0.2939028013570636,-0.0094136258286985,1,0,-2.150353737004162,2.2290891780511966,1.6629199264863865,1.0736972075839,1.6219511482230702,-1.9447824641122946,0.6527553896631725,0.29375887647504195,0.4153137852773652,-0.7314895626512424,0.5038525737846156,-0.6816492108723556,0.6907853927450462,0.07305544197787393,0.20706597514988695,-0.14152411343393195
