,file,particle,t_guide,t_time,t_serum_conc_percent,f_mean_diff_xy_micron,f_max_diff_xy_micron,f_sum_diff_xy_micron,f_var_diff_xy_micron,f_area_micron,f_perimeter_au_norm,f_min_dist_micron,f_total_displacement,f_persistence,f_fastest_mask,f_min_dist_range,f_total_min_dist,f_most_central_mask,f_slope_min_dist_micron,f_slope_area_micron,f_slope_perimeter_au_norm,f_outliers2SD_diff_xy,f_outliers3SD_diff_xy
10,060521_guide_1521ii.sld_-_1521_ii1_t0,0,pl_1521_chr10,0,10.0,0.05156183820689655,0.097266136,1.495293308,0.0006078267713635031,496.67161374666665,21.094507964666665,3.835533555633333,0.126448194149915,0.08456414101059764,0,0.27638099400000016,-0.002666420999999808,1,0.0009733021065628521,-0.09882629637374889,0.0020163340111234622,0,0
11,060521_guide_1521ii.sld_-_1521_ii1_t0,1,pl_1521_chr10,0,10.0,0.08611556286206894,0.248140732,2.4973513229999993,0.002810188894826837,496.67161374666665,21.094507964666665,3.4250269172333327,0.21496829666824963,0.08607851634187141,1,0.37910464999999993,-0.007009056999999874,0,0.005665531561512793,-0.09882629637374889,0.0020163340111234622,1,1
12,060521_guide_1521ii.sld_-_1521_ii2_t0,2,pl_1521_chr10,0,10.0,0.134682069,0.262535851,3.9057800009999997,0.0033039273939441025,530.2512933466666,22.139566628,2.4521516537333325,0.13556747806371006,0.034709450616522336,1,0.43180726000000025,0.02926422999999989,0,-0.00380739458064516,-0.0897588945494995,-0.0017646735750835004,2,0
13,060521_guide_1521ii.sld_-_1521_ii2_t0,3,pl_1521_chr10,0,10.0,0.0745879181724138,0.189761673,2.163049627,0.002472713726775468,530.2512933466666,22.139566628,7.166769395499999,0.14788256540398603,0.06836762483766445,0,0.2611567570000002,0.04680310200000015,1,0.00392360728743048,-0.0897588945494995,-0.0017646735750835004,1,0
14,060521_guide_1522i.sld_-_1522_i10_t39,1,pl_1522_chr10,39,0.3,0.07366332044827585,0.157139588,2.1362362929999996,0.0018557620472164468,386.89063506,18.796887190666666,6.2121407396,0.22165937953435133,0.10376163922534358,1,0.35432653300000005,-0.05791177200000064,1,-0.0014297111804226997,-0.05000264369299245,-0.0004484130989988781,0,0
15,060521_guide_1522i.sld_-_1522_i1_t0,12,pl_1522_chr10,0,10.0,0.0568735581724138,0.111385952,1.6493331870000003,0.0007859898115923242,398.4975734866667,17.73400334333333,3.0927639001666667,0.2813799912971782,0.17060227340055226,0,0.23952331799999982,0.1427722870000001,0,0.00385912374438265,-0.5443186780422697,-0.01003133808676311,0,0
16,060521_guide_1522i.sld_-_1522_i1_t0,14,pl_1522_chr10,0,10.0,0.09653023399999999,0.210259389,2.799376786,0.003573297065065615,398.4975734866667,17.73400334333333,6.9731813153,0.4459161899967191,0.15929123661623418,1,0.4395411580000008,0.2641118640000002,1,0.00821525206562848,-0.5443186780422697,-0.01003133808676311,0,0
17,060521_guide_1522i.sld_-_1522_i1_t8,9,pl_1522_chr10,8,0.3,0.063356526,0.187880635,1.520556624,0.0017968509287555937,389.928686624,17.889356694,3.3487870944400004,0.030144692982479106,0.019824775024280258,0,0.3609437559999997,-0.144849872,0,-0.0065012773346153786,-0.4195299934615381,0.006840019546153867,1,0
18,060521_guide_1522i.sld_-_1522_i1_t8,14,pl_1522_chr10,8,0.3,0.06747562870000001,0.245522139,1.3495125740000002,0.00277408805050983,391.3780766619048,17.87480925285714,6.60310822452381,0.16220723339786358,0.12019690406964934,1,0.44466278300000006,-0.21426777099999939,1,-0.0133059937361228,-0.20022522300421372,0.006542147797712285,1,1
19,060521_guide_1522i.sld_-_1522_i2_t0,0,pl_1522_chr10,0,10.0,0.05615648813793102,0.125859523,1.6285381559999996,0.0012171780080422313,637.3790616700002,23.450174855666663,6.153105968066669,0.12044687669260504,0.07396011953962782,1,0.2636413829999995,-0.16428794099999955,1,9.747785494994386e-05,0.03957780020022272,0.004273651953281416,0,0
20,060521_guide_1522i.sld_-_1522_i2_t0,1,pl_1522_chr10,0,10.0,0.05154959213793105,0.107168441,1.4949381720000003,0.0005846601116547412,637.3790616700002,23.450174855666663,4.130448261033333,0.2032710854655846,0.13597290461426825,0,0.223982801,0.00043233800000042066,0,-0.001368790381979974,0.03957780020022272,0.004273651953281416,2,0
21,060521_guide_1522i.sld_-_1522_i2_t13,0,pl_1522_chr10,13,0.3,0.0837378415172414,0.189138132,2.4283974040000005,0.0019534071715424004,425.11903177000005,17.85969375700001,0.5946925798666667,0.9304875189184241,0.38316937639026727,0,0.327959254,-0.281987087,0,-0.005491800832925473,0.27227373003337096,0.002444919379310374,1,0
22,060521_guide_1522i.sld_-_1522_i2_t13,1,pl_1522_chr10,13,0.3,0.12401237593103448,0.303752874,3.596358902,0.006013954100265998,425.11903177000005,17.85969375700001,5.645254511499999,0.22954893231161091,0.06382814912715042,1,0.6182212480000002,0.4023118029999999,1,0.010011057110344829,0.27227373003337096,0.002444919379310374,1,0
23,060521_guide_1522i.sld_-_1522_i3_t0,0,pl_1522_chr10,0,10.0,0.1090078519310345,0.239034165,3.1612277060000005,0.00421372012127183,437.31808632666673,17.946077351,8.559550160766666,0.4720030717018967,0.14931005153663443,1,0.8316735400000006,0.24414142200000022,1,0.02178082082825361,-0.6521574700333707,-0.009674437866518365,1,0
24,060521_guide_1522i.sld_-_1522_i3_t0,1,pl_1522_chr10,0,10.0,0.10808094010344829,0.253028483,3.1343472630000004,0.003540694876123127,437.31808632666673,17.946077351,3.7656060180333326,0.3605563120981944,0.11503393907702891,0,0.49001426599999975,-0.08049158099999998,0,-0.011886370882981088,-0.6521574700333707,-0.009674437866518365,1,0
25,060521_guide_1522i.sld_-_1522_i4_t0,0,pl_1522_chr10,0,10.0,0.12296852510344829,0.251277594,3.566087228,0.0040829515988987635,296.6650280666667,17.406065625333333,1.5840730297666668,0.39850178304887024,0.11174762633957372,1,0.5069633250000001,0.15014677599999993,0,-0.0021884083486095663,-0.0899022639377087,0.0770447032391546,1,0
26,060521_guide_1522i.sld_-_1522_i4_t0,1,pl_1522_chr10,0,10.0,0.09334394068965515,0.173747342,2.7069742799999994,0.0019974254666977275,296.6650280666667,17.406065625333333,1.9139421535666667,0.4587471312243629,0.16946859621597993,0,0.6894028720000003,0.0001669399999999488,1,-0.0020546114645161257,-0.0899022639377087,0.0770447032391546,0,0
27,060521_guide_1522i.sld_-_1522_i4_t20,0,pl_1522_chr10,20,0.3,0.12537902468965514,0.349505328,3.635991715999999,0.007529968498343642,377.89211550999994,18.493401973333334,4.749287815800001,0.05092995511033587,0.014007170282105198,0,0.5285802500000001,0.2172958249999999,1,0.009029362570856498,0.2714058826918797,0.012165113583982198,2,0
28,060521_guide_1522i.sld_-_1522_i4_t20,2,pl_1522_chr10,20,0.3,0.12759680282758623,0.216631402,3.7003072820000007,0.002565691549470982,377.89211550999994,18.493401973333334,2.0361315615000004,0.4737421288214339,0.1280277805916103,1,0.45265929100000024,0.40223306400000003,0,0.0063818516042269185,0.2714058826918797,0.012165113583982198,0,0
29,060521_guide_1522i.sld_-_1522_i7_t30,0,pl_1522_chr10,30,0.3,0.06228023003448276,0.14851812,1.8061266710000001,0.0016086071694084007,283.72919915999995,15.118957141666664,1.5952244637333333,0.1408164801487248,0.077966004494446,1,0.24020782499999993,0.11632391399999986,0,0.00585358269010011,-0.11350191399332597,-0.0006253381601779808,3,0
30,060521_guide_1522i.sld_-_1522_i7_t30,1,pl_1522_chr10,30,0.3,0.06190963513793103,0.148755002,1.7953794189999999,0.001115571893804721,283.72919915999995,15.118957141666664,4.361657570900001,0.2211547856274284,0.12317997147957081,0,0.21669121199999974,0.19108148699999994,1,0.0033704879205784127,-0.11350191399332597,-0.0006253381601779808,1,0
31,060521_guide_1522i.sld_-_1522_i8_t32,2,pl_1522_chr10,32,0.3,0.06982860706896551,0.178571853,2.025029605,0.001507981177736418,280.75856335333333,16.600732861999997,1.8735705156,0.11549264913429753,0.05703257317776228,0,0.2595876490000002,0.0355327900000002,0,0.0005324731559510591,0.10362004622914345,-0.002968068129032259,2,0
32,060521_guide_1522i.sld_-_1522_i8_t32,3,pl_1522_chr10,32,0.3,0.1163478055172414,0.259747143,3.3740863600000006,0.002860719983591398,280.75856335333333,16.600732861999997,2.5607263905666664,0.4130216185637417,0.12240991323166418,1,0.3920491610000001,-0.021091904999999578,1,0.0027146599526140184,0.10362004622914345,-0.002968068129032259,2,0
33,060521_guide_1522i.sld_-_1522_i9_t36,0,pl_1522_chr10,36,0.3,0.11591357908695654,0.431362108,2.6660123190000005,0.00972252186046433,314.6228174875,15.547332926249998,2.3362805994583336,0.5468899952306386,0.20513408408996872,0,0.21156802500000005,-0.0784077449999998,1,0.001532247976956523,-0.7205578081304347,-0.01604862897826087,2,1
34,060521_guide_1522i.sld_-_1522_i9_t36,1,pl_1522_chr10,36,0.3,0.15053186872413793,0.37906701,4.365424193,0.006929730679797538,308.6876589933334,15.419242967999999,0.7191888606000002,0.7545168292621875,0.17283929256452618,1,0.33422223100000004,-0.07633240200000002,0,0.0016267786109010014,-1.3276156453392656,-0.02873199738820912,2,0
35,060521_guide_1522ii.sld_-_1522_ii1_t0,0,pl_1522_chr10,0,10.0,0.1420007968275862,0.325493612,4.118023108,0.007359433385784224,285.60587131,15.316405356333332,3.9430989421000007,0.889595176108642,0.21602481403769772,1,0.6476619189999995,-0.5961265819999997,0,-0.015706714539933258,0.28121453946607305,0.006570625497219142,1,0
36,060521_guide_1522ii.sld_-_1522_ii1_t0,1,pl_1522_chr10,0,10.0,0.10156969668965518,0.361423729,2.9455212040000003,0.00542740812593042,285.60587131,15.316405356333332,6.738270596799999,0.25631836663117297,0.08701969834170406,0,0.46647671599999985,0.07769064400000047,1,0.009575413512347048,0.28121453946607305,0.006570625497219142,2,1
37,060521_guide_1522ii.sld_-_1522_ii2_t10,0,pl_1522_chr10,10,0.3,0.08901224906896552,0.157306542,2.581355223,0.0013903322249330216,281.73323538333324,14.468794907333331,3.8527224876666675,0.28432402776353366,0.11014525441140095,0,0.4041705259999997,-0.17809290899999963,0,0.0010899001592881033,-0.0016213033370405868,0.002179532053392658,0,0
38,060521_guide_1522ii.sld_-_1522_ii2_t10,1,pl_1522_chr10,10,0.3,0.13245731951724135,0.301057011,3.8412622659999993,0.005218946428186994,281.73323538333324,14.468794907333331,6.4022725563,0.2529439286586851,0.06584916913837331,1,0.6841324569999996,-0.2931633929999995,1,-0.014101955319911008,-0.0016213033370405868,0.002179532053392658,1,0
39,060521_guide_1522ii.sld_-_1522_ii3_t0,5,pl_1522_chr10,0,10.0,0.12411208300000001,0.348869847,3.5992504070000004,0.004663458620170042,260.09368807,14.697322933666666,2.494541356033333,0.5367515176247348,0.14912869540303,1,0.38399380699999996,0.3657223529999998,0,0.008427805394660735,0.046046236996662174,0.002002607147942149,1,1
40,060521_guide_1522ii.sld_-_1522_ii3_t0,7,pl_1522_chr10,0,10.0,,,0.0,,260.0077615,14.63036422,0.147782903,0.0,,0,0.0,0.0,0,,,,0,0
41,060521_guide_1522ii.sld_-_1522_ii3_t0,10,pl_1522_chr10,0,10.0,0.08052073610344829,0.208545701,2.335101347,0.0014701345382012664,260.09368807,14.697322933666666,4.567979419066666,0.19506195666737497,0.083534685515033,0,0.392450459,-0.2592789729999998,1,-0.007937089079421582,0.046046236996662174,0.002002607147942149,1,1
42,060521_guide_1522ii.sld_-_1522_ii4_t0,0,pl_1522_chr10,0,10.0,0.11257594186206898,0.27017405,3.2647023140000004,0.00478279477024147,305.54974066333335,15.57075704933333,4.4949074725,0.20889733576535874,0.06398664125349063,0,0.38788522099999945,-0.30080752499999974,1,-0.005289658455839819,-0.019525800778642965,2.2878229143492114e-05,1,0
43,060521_guide_1522ii.sld_-_1522_ii4_t0,1,pl_1522_chr10,0,10.0,0.14582790275862068,0.361554697,4.229009179999999,0.0072010203148595514,305.54974066333335,15.57075704933333,3.569444711,0.29986366582836443,0.07090636436697555,1,0.5925769649999997,0.20535099999999984,0,0.008123762111679644,-0.019525800778642965,2.2878229143492114e-05,2,0
44,060521_guide_1522ii.sld_-_1522_ii5_t21,2,pl_1522_chr10,21,0.3,0.08090820451851853,0.172158695,2.1845215220000003,0.0026440176188395124,290.36003776785714,15.175648415357145,2.8083775479285715,0.07101786056096593,0.03250957239182829,1,0.23002998800000007,0.0059573089999998,1,0.003073901315338946,0.1055059284895762,-0.00023474372842744443,0,0
45,060521_guide_1522ii.sld_-_1522_ii7_t27,0,pl_1522_chr10,27,0.3,0.08625658158620689,0.301924022,2.501440866,0.002889916408159918,491.4993389333333,22.064380907,3.783546485733333,0.19995911389504106,0.0799375738251176,0,0.20375242599999988,0.007787281999999784,1,-0.001191603444271415,0.07937523141268077,0.006793306818687358,1,1
46,060521_guide_1522ii.sld_-_1522_ii7_t27,1,pl_1522_chr10,27,0.3,0.1135179341724138,0.28189256,3.2920200910000004,0.003657444967098108,491.4993389333333,22.064380907,1.5867098375000002,0.3881081235712351,0.11789360722076925,1,0.43433255800000015,-0.40564921900000006,0,-0.0032874152593993324,0.07937523141268077,0.006793306818687358,1,0
47,060521_guide_1522ii.sld_-_1522_ii8_t31,0,pl_1522_chr10,31,0.3,0.08826019906896551,0.279483886,2.559545773,0.0038235049041906648,222.6299461433333,14.56112023033333,3.818527379033333,0.7651557126420145,0.2989419922524724,0,0.4231665680000001,-0.21032112400000003,1,-0.004965850981757507,-0.26620032389321435,-0.005775988660734162,1,1
48,060521_guide_1522ii.sld_-_1522_ii8_t31,1,pl_1522_chr10,31,0.3,0.11115399896551725,0.291714664,3.2234659700000003,0.00422924063177224,222.6299461433333,14.56112023033333,2.024104594533333,0.4069878616902629,0.12625784341388996,1,0.5581770830000001,0.1959933170000001,0,0.012656942575750833,-0.26620032389321435,-0.005775988660734162,1,0
49,060521_guide_1522ii.sld_-_1522_ii9_t35,3,pl_1522_chr10,35,0.3,0.09366357203448275,0.186433131,2.716243589,0.0017437281216888675,401.72278952333346,16.940554036,1.6845901741,0.20676367870817083,0.07612118425074388,1,0.3855136830000001,0.21554638700000006,0,0.008939170088765293,0.011657218042269235,-0.0005841572903225712,1,0
50,060521_guide_1522ii.sld_-_1522_ii9_t35,7,pl_1522_chr10,35,0.3,0.09221429386206896,0.281915936,2.6742145219999998,0.003664128896219486,401.72278952333346,16.940554036,7.452574306433334,0.3444818862427511,0.12881610035724395,0,0.5308873189999996,0.3018516420000008,1,0.014596572524805335,0.011657218042269235,-0.0005841572903225712,1,1
51,080421_guide_1404i.sld_-_1404i_1_t0,1,pl_1404_chr13,0,10.0,0.0951718792173913,0.24930361,2.188953222,0.00350764599775039,134.00854877083333,10.1874937375,0.125461903375,0.5526947843888486,0.2524927343508342,0,0.30123747,-0.30123747,0,-0.008810783748260869,0.12338426891304345,0.004599374913043462,1,0
52,080421_guide_1404i.sld_-_1404i_1_t0,2,pl_1404_chr13,0,10.0,0.08482431016,0.235179736,2.120607754,0.0037498354586622206,134.11079308846155,10.191998376153846,1.7147663693461537,0.05658477327431398,0.026683281322338305,0,0.30261596700000015,0.04651059499999999,0,0.007497102877041728,0.114149168361457,0.004411259346646031,1,0
53,080421_guide_1404i.sld_-_1404i_1_t0,6,pl_1404_chr13,0,10.0,0.06279633051724137,0.124792872,1.8210935849999998,0.0012156119748225566,134.30820614666666,10.200119910333337,1.8087743525999995,0.18775819449974318,0.10310189220711752,0,0.19442453400000015,0.050538597999999935,1,0.0024954268062291423,0.11100208729699663,0.004319408367074528,0,0
54,080421_guide_1404i.sld_-_1404i_1_t0,7,pl_1404_chr13,0,10.0,0.12020844731034484,0.26919842,3.4860449720000006,0.0052135829576209864,134.30820614666666,10.200119910333337,1.0473432941333332,0.8031834214150251,0.23039961557186273,1,0.8076208420000001,0.4256880919999999,0,0.02540130057619577,0.11100208729699663,0.004319408367074528,1,0
55,080421_guide_1404i.sld_-_1404i_2_t0,1,pl_1404_chr13,0,10.0,0.08691084510344825,0.241698221,2.520414507999999,0.0030590105040280403,329.8306148966667,17.88163244766667,2.793977928933333,0.36688235276834785,0.14556429174797783,0,0.3078265069999997,0.06291712800000004,1,-0.0025384742197997784,0.016968014927697308,0.0023442550634037405,2,0
56,080421_guide_1404i.sld_-_1404i_2_t0,4,pl_1404_chr13,0,10.0,0.07257630251724138,0.204262147,2.104712773,0.002246612425354793,329.8306148966667,17.88163244766667,2.6114278005666667,0.3010189670966523,0.14302139985951057,0,0.15570782799999972,-0.006804309000000064,0,-1.2155339265843239e-06,0.016968014927697308,0.0023442550634037405,3,0
57,080421_guide_1404i.sld_-_1404i_2_t0,5,pl_1404_chr13,0,10.0,0.04423727113793105,0.10993274,1.2828808630000004,0.000567142879630133,329.8306148966667,17.88163244766667,1.4117130818666668,0.12039906062094835,0.09385053912129977,0,0.18952967799999998,-0.042631647000000106,0,-0.002957423920355952,0.016968014927697308,0.0023442550634037405,2,0
58,080421_guide_1404i.sld_-_1404i_2_t0,7,pl_1404_chr13,0,10.0,0.10260713806896549,0.36392515,2.975607003999999,0.007183875949693338,329.8306148966667,17.88163244766667,1.9832989790000004,0.02940125934824563,0.009880760231012562,1,0.462381119,0.0645999049999999,0,0.007390449424694101,0.016968014927697308,0.0023442550634037405,2,1
59,080421_guide_1404i.sld_-_1404i_2_t10,5,pl_1404_chr13,10,0.3,0.09296244762068964,0.201235237,2.6959109809999995,0.0026111668234673727,212.51049662333335,14.305625897333332,2.4061185897999997,0.44777384454254426,0.16609370550375172,0,0.3496045360000002,0.001771297000000338,1,0.005064683347719693,-0.21530238066740834,-0.002051414011123471,1,0
60,080421_guide_1404i.sld_-_1404i_2_t10,6,pl_1404_chr13,10,0.3,0.12175493003448275,0.233067069,3.5308929709999997,0.00353511973429689,212.51049662333335,14.305625897333332,0.5880635258666668,0.34598814751847146,0.0979888516474864,1,0.457998633,0.210443013,0,0.008058587393103448,-0.21530238066740834,-0.002051414011123471,0,0
61,080421_guide_1404i.sld_-_1404i_2_t10,9,pl_1404_chr13,10,0.3,0.07223186769230769,0.134532152,1.87802856,0.0008979352900621669,212.33199084444445,14.304076984814815,2.269593985851852,0.16256036185502598,0.08655904671387211,0,0.26212751099999965,-0.26212751099999965,0,-0.004877655616103066,-0.21916619667141402,-0.0020767568900076196,1,0
62,080421_guide_1404i.sld_-_1404i_3_t0,0,pl_1404_chr13,0,10.0,0.04818721458620689,0.101662354,1.3974292229999998,0.0007080752930956441,373.1295914399999,16.95586541466667,5.695076434433334,0.06485352081364318,0.04640916315920151,0,0.1717973989999999,-0.11141202499999991,0,-0.0008559679339265787,-0.2725314917018908,-0.004651905348164704,1,0
63,080421_guide_1404i.sld_-_1404i_3_t0,1,pl_1404_chr13,0,10.0,0.05615821362068965,0.095447907,1.6285881949999998,0.0005327523226972151,373.1295914399999,16.95586541466667,6.568268838166667,0.24802590106914646,0.15229503801551655,0,0.44081913399999983,-0.3657748930000002,0,-0.011104494178642937,-0.2725314917018908,-0.004651905348164704,0,0
64,080421_guide_1404i.sld_-_1404i_3_t0,2,pl_1404_chr13,0,10.0,0.05288315537931034,0.105381761,1.533611506,0.0007703565730916715,373.1295914399999,16.95586541466667,6.737176579266664,0.25690997825074546,0.1675195949206353,0,0.17755155199999972,-0.03748904600000014,1,-0.00020961255483870756,-0.2725314917018908,-0.004651905348164704,0,0
65,080421_guide_1404i.sld_-_1404i_3_t0,3,pl_1404_chr13,0,10.0,0.0940013624827586,0.276389697,2.7260395119999994,0.0023020233478223953,373.1295914399999,16.95586541466667,4.765888958166666,0.20349466251528395,0.07464846405178738,1,0.3706884739999996,-0.19748900000000003,0,-0.0051323688878754095,-0.2725314917018908,-0.004651905348164704,1,1
66,080421_guide_1404i.sld_-_1404i_3_t13,0,pl_1404_chr13,13,0.3,0.10694603682142859,0.314147824,2.9944890310000005,0.004141338635189952,254.56777007931038,14.244309464137933,3.1115255044482764,0.28041985242547174,0.09364530960790542,0,0.35962725900000025,-0.025280615999999867,0,-0.0004105737453298095,0.006836458677467287,0.001076828293271625,1,1
67,080421_guide_1404i.sld_-_1404i_3_t13,1,pl_1404_chr13,13,0.3,0.19989239503448275,0.5232538,5.796879456,0.017733158441443228,254.57862122000003,14.244608914666669,3.7998687711666674,0.25195724213624754,0.04346428868301924,1,0.47032801900000054,-0.10869721499999985,1,-0.004104115197552835,0.008155322625139046,0.0010493478264738682,3,0
68,080421_guide_1404i.sld_-_1404i_3_t13,2,pl_1404_chr13,13,0.3,0.1688767996923077,0.357547225,4.390796792000001,0.008460464453142903,254.5246124333334,14.24135873814815,3.032736958481481,0.2514079579401865,0.057257935142489384,0,0.5079241289999996,-0.22611136799999976,0,2.986283028083515e-05,-0.002331321489621691,0.0005943402564102579,1,0
69,080421_guide_1404i.sld_-_1404i_3_t13,3,pl_1404_chr13,13,0.3,0.12057685224137933,0.385735919,3.4967287150000006,0.005940653308988392,254.57862122000003,14.244608914666669,3.4073737447666663,0.33817778122412495,0.09671261592969327,0,0.6373474300000002,0.3254703120000002,0,0.007071737317241384,0.008155322625139046,0.0010493478264738682,1,1
70,080421_guide_1404i.sld_-_1404i_4_t0,0,pl_1404_chr13,0,10.0,0.08932624072413795,0.171535523,2.5904609810000006,0.0017181419408413528,204.7537983666667,12.340056345666666,0.3929995931333333,0.19587992961058823,0.07561585796786344,0,0.24444686500000007,0.20248046799999997,0,0.005830067618687431,0.0023640826251390013,0.0014306515172413778,0,0
71,080421_guide_1404i.sld_-_1404i_4_t0,1,pl_1404_chr13,0,10.0,0.06071003713636363,0.143668076,1.335620817,0.0007605191061055513,204.68559765217395,12.329484440434785,5.08814701052174,0.07560439684667618,0.05660618334513139,0,0.19535944899999969,0.052383185000000054,1,0.005908903171975022,-0.0214074962307939,-0.0003733515136843985,1,1
72,080421_guide_1404i.sld_-_1404i_4_t0,2,pl_1404_chr13,0,10.0,0.20265946396428577,0.386989737,5.674464991000002,0.014387528287176694,204.74944845517246,12.339094952068965,1.607200784310345,0.880107040016195,0.15509956293890098,1,0.8577724039999999,0.7399954760000003,0,0.01423379159707451,0.0018482067851947057,0.001365184398739296,0,0
73,080421_guide_1404i.sld_-_1404i_4_t15,9,pl_1404_chr13,15,0.3,0.1403555662222222,0.403026855,3.7896002879999995,0.005951918479411085,188.40633984285714,13.233976365714282,0.7314733107857144,0.4397895473662488,0.11605169778957143,1,0.40430448799999996,-0.11276355900000001,0,-0.005730787011362053,-0.31169464104976985,-0.00836884727101631,1,1
74,080421_guide_1404i.sld_-_1404i_4_t15,12,pl_1404_chr13,15,0.3,,,0.0,,188.1791177,13.2317727,0.304601592,0.0,,0,0.0,0.0,0,,,,0,0
75,080421_guide_1404i.sld_-_1404i_4_t15,13,pl_1404_chr13,15,0.3,0.09571987248148149,0.191575835,2.584436557,0.0016144175152791843,188.6465391214286,13.241321909285713,2.7378371964285715,0.34298226163902784,0.1327106524283033,0,0.43802594500000014,-0.3587784369999998,1,-0.00691816328052001,-0.3194269868102103,-0.007645221015640868,2,0
76,080421_guide_1404i.sld_-_1404i_4_t15,14,pl_1404_chr13,15,0.3,0.069110937,0.202475849,1.9351062359999998,0.002032804934629622,188.3488588551724,13.233900377586204,1.8316283277241383,0.2301736869695079,0.11894627937600628,0,0.29543572600000023,-0.20160947800000018,0,-0.00867014246849066,-0.3133763001471315,-0.008096669710861298,1,0
77,080421_guide_1404i.sld_-_1404i_4_t15,23,pl_1404_chr13,15,0.3,,,0.0,,185.4299255,13.11522341,0.247277663,0.0,,0,0.0,0.0,0,,,,0,0
78,080421_guide_1404i.sld_-_1404i_4_t15,24,pl_1404_chr13,15,0.3,0.08314230620689654,0.143300245,2.41112688,0.0008386090880426574,188.50865510666668,13.236571791333331,1.535260294066667,0.40800908397697466,0.16921925070030935,0,0.23576710700000003,0.10694962800000019,0,0.0010174392765294781,-0.3175009264071188,-0.007960096280311454,1,0
